obs_times,source_counts,compare_counts,test_counts,source_relative_flux,test_relative_flux
2025-06-29 05:42:15.410,26942.65244177234,205297.74934187773,88373.3788452643,0.13123695962640752,0.4304644309475507
2025-06-29 05:42:32.760,27455.602947756754,206524.60041887814,88406.52880474541,0.1329410776830975,0.42806778768939474
2025-06-29 05:42:50.150,27533.85038279218,202618.50307034294,87492.63489916704,0.13589010858121517,0.4318096993777132
2025-06-29 05:43:07.490,27463.666439516208,203451.43220545957,86559.7978995655,0.13498880859084572,0.4254568127696999
2025-06-29 05:43:24.820,27616.847666521713,204137.74294317362,88792.01233014304,0.1352853581525563,0.43496127198222384
2025-06-29 05:43:42.170,27774.24770425297,199157.9031732332,87502.59962575065,0.13945842601131495,0.4393629287693313
2025-06-29 05:43:59.490,27972.02498771897,203390.52171731956,89361.0409015683,0.13752865547292137,0.4393569579695848
2025-06-29 05:44:16.820,28176.309193321275,201271.77715935663,88978.87189784835,0.13999135691544434,0.442083202889392
2025-06-29 05:44:34.150,27227.67253707613,203032.8123893396,88185.30201435136,0.13410478935229359,0.4343401491441961
2025-06-29 05:44:51.440,27893.663282697613,203190.00527092555,87579.494508276,0.13727871725533597,0.43102264991578176
2025-06-29 05:45:08.790,28591.469187322306,204795.06968121484,88846.6461482982,0.13961014409100742,0.4338319583894153
2025-06-29 05:45:26.160,27939.475999233655,202276.24990455015,88042.16968119922,0.1381253410245528,0.43525707898354077
2025-06-29 05:45:43.500,28020.895346283025,203494.45390758204,88828.22522941962,0.13769857019793202,0.436514231831406
2025-06-29 05:46:00.890,27564.340304268895,201035.2417305617,88103.06575454332,0.13711198129734942,0.4382468715242664
2025-06-29 05:46:18.190,26906.42470942039,202196.27231189207,87967.21816849051,0.1330708247079682,0.43505855554448203
2025-06-29 05:46:35.540,27457.953592389174,204567.2752230177,87175.87016494927,0.13422456530476207,0.4261476820762793
2025-06-29 05:46:52.850,28585.698493902793,200734.16749775372,88154.86318214332,0.1424057441253626,0.43916222275975914
2025-06-29 05:47:10.200,27951.673907800778,202047.46116848354,87037.98521281981,0.1383421189563595,0.4307799004721989
2025-06-29 05:47:27.600,28065.228710269002,204176.9297346612,88119.27905057385,0.13745543508143288,0.4315829372353162
2025-06-29 05:47:44.920,27547.31994970221,201133.99750714895,86619.00170842456,0.13696003803992954,0.4306532102080149
2025-06-29 05:48:02.170,27281.790566656047,202606.921965478,87680.01747089616,0.1346537931774343,0.43275923951816353
2025-06-29 05:48:19.590,26448.028877103294,199761.82999088397,86082.92509485077,0.1323978103239755,0.430927795859595
2025-06-29 05:48:36.980,27371.68645951353,201110.91706491762,85904.85702328334,0.13610243968346125,0.42715163491375097
2025-06-29 05:48:54.340,26939.23152883249,201315.76591141237,85771.90616351101,0.13381580626271922,0.4260565772143964
2025-06-29 05:49:11.660,27604.72206602905,203302.2374045065,86502.71247422787,0.1357816933962437,0.42548824635960647
2025-06-29 05:49:29.030,26695.24158286083,198376.25757201447,87846.84814560178,0.1345687327182787,0.4428294455232963
2025-06-29 05:49:46.390,26228.2206141879,199439.13560834876,85908.1444689743,0.13150989916890693,0.43074868032760405
2025-06-29 05:50:03.700,25944.464416316256,201888.63715197414,86267.06968527488,0.12850878970858692,0.42730027257718467
2025-06-29 05:50:21.010,26438.95696790932,200337.2108409058,86313.28809024056,0.13197227243472676,0.4308400208226154
2025-06-29 05:50:38.260,26013.95658547961,198534.4352819671,86863.47134502183,0.1310299472659918,0.4375234513934805
2025-06-29 05:50:55.500,25561.466116069478,202146.89105740283,86756.54312103792,0.12644995914783025,0.4291757477309014
2025-06-29 05:51:12.740,25849.065128326067,200253.84189136006,85678.75391737644,0.12908149418850837,0.4278507373848943
2025-06-29 05:51:29.940,25160.107988397573,199784.79819615048,86274.57897738798,0.12593604826577023,0.43183755599203716
2025-06-29 05:51:47.310,24760.274208447267,198287.03470470052,86194.00907989043,0.12487086836172405,0.4346931165129131
2025-06-29 05:52:04.710,24809.93569885503,197299.46347762895,84254.53397139511,0.12574760854161238,0.4270388397733703
2025-06-29 05:52:21.990,25588.947007369257,201988.91653226782,87686.49223260593,0.12668490651209277,0.43411536503092224
2025-06-29 05:52:39.270,25281.123405213017,199139.719962165,87286.50527321508,0.12695168703670084,0.4383179070945708
2025-06-29 05:52:56.540,23708.22491151921,198838.2174567372,85093.96545212832,0.11923374296330932,0.42795578506251136
2025-06-29 05:53:13.910,25324.895875483002,198124.99934288196,85744.04034254639,0.12782281872291576,0.4327774921233175
2025-06-29 05:53:31.310,24493.952503219843,199664.31662983968,84664.5656467927,0.12267566341676117,0.42403453494273324
